datetime,adj_close,close,high,low,open,volume,symbol
2026-09-01 13:01:00+05:30,1305.0,1305.0,1305.800048828125,1305.0,1305.5999755859375,16289,RELIANCE
2026-09-01 13:02:00+05:30,1305.199951171875,1305.199951171875,1305.5,1305.0999755859375,1305.0999755859375,17451,RELIANCE
2026-09-01 13:03:00+05:30,1305.5999755859375,1305.5999755859375,1305.5999755859375,1305.199951171875,1305.5,9776,RELIANCE
2026-09-01 13:04:00+05:30,1305.4000244140625,1305.4000244140625,1305.5999755859375,1305.4000244140625,1305.5999755859375,9913,RELIANCE
2026-09-01 13:05:00+05:30,1304.300048828125,1304.300048828125,1305.5,1304.199951171875,1305.4000244140625,39296,RELIANCE
2026-09-01 13:06:00+05:30,1303.4000244140625,1303.4000244140625,1304.5,1303.4000244140625,1304.300048828125,17573,RELIANCE
2026-09-01 13:07:00+05:30,1303.4000244140625,1303.4000244140625,1303.5,1303.199951171875,1303.5,12509,RELIANCE
2026-09-01 13:08:00+05:30,1303.5999755859375,1303.5999755859375,1304.300048828125,1303.199951171875,1303.199951171875,44531,RELIANCE
2026-09-01 13:09:00+05:30,1303.699951171875,1303.699951171875,1303.9000244140625,1303.5,1303.5999755859375,11083,RELIANCE
2026-09-01 13:10:00+05:30,1303.4000244140625,1303.4000244140625,1304.0,1303.4000244140625,1304.0,11223,RELIANCE
2026-09-01 13:11:00+05:30,1303.0,1303.0,1303.5,1302.699951171875,1303.5,22107,RELIANCE
2026-09-01 13:12:00+05:30,1302.300048828125,1302.300048828125,1303.0,1302.199951171875,1303.0,20975,RELIANCE
2026-09-01 13:13:00+05:30,1302.5,1302.5,1302.5999755859375,1302.199951171875,1302.5999755859375,9149,RELIANCE
2026-09-01 13:14:00+05:30,1302.0999755859375,1302.0999755859375,1302.5,1302.0,1302.5,22067,RELIANCE
2026-09-01 13:15:00+05:30,1301.9000244140625,1301.9000244140625,1302.0999755859375,1301.800048828125,1302.0999755859375,17733,RELIANCE
2026-09-01 13:16:00+05:30,1301.9000244140625,1301.9000244140625,1301.9000244140625,1301.4000244140625,1301.9000244140625,59647,RELIANCE
2026-09-01 13:17:00+05:30,1302.9000244140625,1302.9000244140625,1302.9000244140625,1301.699951171875,1301.9000244140625,36476,RELIANCE
2026-09-01 13:18:00+05:30,1301.800048828125,1301.800048828125,1302.4000244140625,1301.800048828125,1302.4000244140625,17917,RELIANCE
2026-09-01 13:19:00+05:30,1302.300048828125,1302.300048828125,1302.300048828125,1301.5999755859375,1301.800048828125,19178,RELIANCE
2026-09-01 13:20:00+05:30,1302.199951171875,1302.199951171875,1302.300048828125,1302.0,1302.300048828125,10353,RELIANCE
2026-09-01 13:21:00+05:30,1302.300048828125,1302.300048828125,1302.300048828125,1302.0,1302.199951171875,13845,RELIANCE
2026-09-01 13:22:00+05:30,1302.5,1302.5,1302.5,1302.300048828125,1302.300048828125,18656,RELIANCE
2026-09-01 13:23:00+05:30,1302.300048828125,1302.300048828125,1302.4000244140625,1302.199951171875,1302.4000244140625,20035,RELIANCE
2026-09-01 13:24:00+05:30,1302.0999755859375,1302.0999755859375,1302.300048828125,1302.0,1302.300048828125,13049,RELIANCE
2026-09-01 13:25:00+05:30,1302.9000244140625,1302.9000244140625,1302.9000244140625,1302.0999755859375,1302.300048828125,22498,RELIANCE
2026-09-01 13:26:00+05:30,1302.800048828125,1302.800048828125,1303.0,1302.699951171875,1302.9000244140625,11894,RELIANCE
2026-09-01 13:27:00+05:30,1302.5999755859375,1302.5999755859375,1303.0,1302.4000244140625,1303.0,11615,RELIANCE
2026-09-01 13:28:00+05:30,1302.5999755859375,1302.5999755859375,1302.5999755859375,1302.0999755859375,1302.5999755859375,20811,RELIANCE
2026-09-01 13:29:00+05:30,1303.0999755859375,1303.0999755859375,1303.0999755859375,1302.4000244140625,1302.5999755859375,16686,RELIANCE
2026-09-01 13:30:00+05:30,1303.0,1303.0,1303.300048828125,1302.9000244140625,1303.0,10463,RELIANCE
2026-09-01 13:31:00+05:30,1302.800048828125,1302.800048828125,1303.199951171875,1302.5999755859375,1303.0999755859375,12067,RELIANCE
2026-09-01 13:32:00+05:30,1302.4000244140625,1302.4000244140625,1302.800048828125,1302.4000244140625,1302.800048828125,7844,RELIANCE
